umap_1,umap_2,OmiqFilter
-7.2132,7.0539,Non-Plasmablasts
-8.0835,3.4476,Non-Plasmablasts
8.5356,5.4939,CD4/Tcm
4.0982,4.1915,CD4/Tcm
5.157,-9.4585,CD8/Tcm
6.6921,8.4851,CD4/Tnaive/Tn
-7.719,6.9142,Non-Plasmablasts
9.0936,2.6862,CD4/Tcm
-6.8495,7.897,Non-Plasmablasts
6.5046,2.85,CD4/Tcm
8.5352,3.1113,CD4/Tem
4.6767,-12.123,CD8/Tnaive/Tn
-5.2494,7.2764,Non-Plasmablasts
5.8841,7.6885,CD4/Tnaive/Tn
6.0744,-6.6154,CD8/Tem
4.3457,5.4628,CD4/Tcm
-7.6787,5.3708,Non-Plasmablasts
3.771,-9.696,CD8/Temra
-6.5816,7.2912,Non-Plasmablasts
5.9784,-9.3545,CD8/Tcm
6.1148,1.9714,CD4/Tcm
8.7623,1.3585,CD4/Tem
4.0558,0.47389,CD4/Tem
8.3348,2.6493,CD4/Tem
-7.0337,8.3938,Non-Plasmablasts
5.2565,1.3024,CD4/Tem
5.6606,8.0921,CD4/Tcm
-7.8631,4.9241,Non-Plasmablasts
4.6643,-11.703,CD8/Tnaive/Tn
6.0348,3.0228,CD4/Tcm
6.1018,7.5382,CD4/Tnaive/Tn
-4.1306,5.8658,Non-Plasmablasts
-7.4328,4.2135,Non-Plasmablasts
-8.7963,7.0462,Non-Plasmablasts
5.0257,7.5706,CD4/Tnaive/Tn
4.4516,4.34,CD4/Tcm
4.9604,0.095424,CD4/Tem
4.4418,7.9302,CD4/Tnaive/Tn
3.4053,-11.239,CD8/Tnaive/Tn
6.1368,6.3136,CD4/Tnaive/Tn
5.23,9.0857,CD4/Tnaive/Tn
3.6519,-9.3304,CD8/Temra
4.8546,7.5176,CD4/Tnaive/Tn
3.7554,-10.06,CD8/Tnaive/Tn
7.9404,2.3385,CD4/Tcm
6.6891,2.7271,CD4/Tcm
6.818,1.1471,CD4/Tcm
8.6591,1.8167,CD4/Tcm
8.0189,0.86711,CD4/Tem
5.5324,-9.4986,CD8/Tcm
3.9584,3.3996,CD4/Tcm
-6.4579,6.4077,Non-Plasmablasts
-6.1571,4.2075,Non-Plasmablasts
5.2357,-9.5414,CD8/Tem
3.912,-11.057,CD8/Tnaive/Tn
4.294,-11.725,CD8/Tnaive/Tn
8.725,1.1401,CD4/Tem
-5.1786,7.0277,Non-Plasmablasts
5.28,3.832,CD4/Tcm
-6.0085,6.6969,Non-Plasmablasts
-7.5165,7.45,Non-Plasmablasts
4.4187,-11.731,CD8/Tnaive/Tn
5.0318,-9.1473,CD8/Tem
6.3966,2.965,CD4/Tcm
4.6852,7.9702,CD4/Tcm
-5.1891,6.7879,Non-Plasmablasts
8.0129,5.0877,CD4/Tcm
5.0431,7.3313,CD4/Tnaive/Tn
-5.133,5.7469,Non-Plasmablasts
7.1472,0.5178,CD4/Tcm
-5.6781,5.9311,Non-Plasmablasts
5.8028,3.5322,CD4/Tcm
5.7017,1.3896,CD4/Tcm
4.6542,-11.95,CD8/Tnaive/Tn
4.216,3.1161,CD4/Tcm
-4.6836,7.9665,Non-Plasmablasts
-6.1364,4.9423,Non-Plasmablasts
3.8618,1.4023,CD4/Tem
3.8477,2.8272,CD4/Tcm
7.1071,7.5001,CD4/Tnaive/Tn-like
8.7161,1.9864,CD4/Tem
-4.6235,7.6739,Non-Plasmablasts
5.1224,-7.9736,CD8/Tem
-7.0789,5.0085,Non-Plasmablasts
8.7728,5.3414,CD4/Tcm
4.5369,-8.9363,CD8/Tcm
-5.4295,7.0967,Non-Plasmablasts
-6.9015,7.3085,Non-Plasmablasts
-5.4905,8.3599,Non-Plasmablasts
6.161,7.6415,CD4/Tcm
-7.2949,7.7672,Non-Plasmablasts
3.8873,2.334,CD4/Tcm
3.5333,-12.218,CD8/Tnaive/Tn
10.06,3.5377,CD4/Tcm
-6.5074,9.4769,Non-Plasmablasts
-5.2691,6.9188,Non-Plasmablasts
-6.7015,7.2162,Non-Plasmablasts
4.465,3.1816,CD4/Tcm
5.657,7.4064,CD4/Tnaive/Tn
5.1341,8.408,CD4/Tnaive/Tn
3.735,-12.295,CD8/Tnaive/Tn
-4.889,6.3914,Non-Plasmablasts
8.2487,6.8052,CD4/Tnaive/Tn
6.9053,4.5655,CD4/Tcm
4.7658,8.7141,CD4/Tnaive/Tn
8.3292,6.6701,CD4/Tnaive/Tn
5.9185,6.4882,CD4/Tnaive/Tn
6.489,3.222,CD4/Tcm
-8.5457,3.6862,Non-Plasmablasts
4.7297,4.5478,CD4/Tcm
5.014,-12.165,CD8/Tnaive/Tn
-6.8983,6.9564,Non-Plasmablasts
-7.0128,7.9444,Non-Plasmablasts
8.3575,4.8292,CD4/Tem
5.9377,3.6503,CD4/Tcm
4.3747,-10.393,CD8/Tnaive/Tn
5.0395,1.2869,CD4/Tem
6.1575,-8.1191,CD8/Tem
-7.6843,5.7827,Non-Plasmablasts
5.5979,-8.8329,CD8/Tcm
-7.8322,3.5012,Non-Plasmablasts
-6.2082,6.7084,Non-Plasmablasts
7.153,2.005,CD4/Tem
4.4226,-12.869,CD8/Tnaive/Tn
6.2988,-7.5746,CD8/Tem
-5.5514,8.9464,Non-Plasmablasts
-5.7601,8.4413,Non-Plasmablasts
9.0839,3.0834,CD4/Tem
-6.1485,5.774,Non-Plasmablasts
-5.7408,8.205,Non-Plasmablasts
10.281,2.4511,CD4/Tem
-5.5322,5.1592,Non-Plasmablasts
6.8305,7.5625,CD4/Tnaive/Tn
8.954,3.6095,CD4/Tem
-7.6698,7.1692,Non-Plasmablasts
-5.9918,8.2393,Non-Plasmablasts
3.1765,-11.941,CD8/Tnaive/Tn
5.5099,3.1899,CD4/Tcm
5.0061,5.0792,CD4/Tcm
8.2966,1.962,CD4/Tem
3.6033,1.8054,CD4/Tem
5.0544,6.3912,CD4/Tnaive/Tn
4.8865,-10.769,CD8/Tcm
5.3064,8.7837,CD4/Tcm
-5.1325,4.9971,Non-Plasmablasts
-5.774,7.0173,Non-Plasmablasts
-6.638,8.7072,Non-Plasmablasts
-8.0727,4.6854,Non-Plasmablasts
7.8317,4.1178,CD4/Tcm
8.4986,1.7432,CD4/Tem
6.3379,1.8652,CD4/Tcm
-5.7793,8.5803,Non-Plasmablasts
3.9346,-12.724,CD8/Tnaive/Tn
4.0885,3.7274,CD4/Tcm
4.3629,1.8992,CD4/Tem
4.9156,8.815,CD4/Tnaive/Tn
-7.7098,4.1238,Non-Plasmablasts
-8.2419,4.3959,Non-Plasmablasts
4.9824,4.2881,CD4/Tcm
5.155,6.9656,CD4/Tcm
8.8385,5.6822,CD4/Tcm
-6.2018,6.3003,Non-Plasmablasts
5.1447,-8.4024,CD8/Tem
-6.0221,8.2788,Non-Plasmablasts
5.6088,8.5616,CD4/Tnaive/Tn
6.1731,7.8327,CD4/Tnaive/Tn
-8.054,6.9728,Non-Plasmablasts
-7.8659,2.0092,Non-Plasmablasts
6.8124,5.7412,CD4/Tcm
5.6072,8.2082,CD4/Tnaive/Tn
3.1869,-12.524,CD8/Tnaive/Tn
-6.2143,6.8295,Non-Plasmablasts
2.2282,-4.0727,ILCs
9.0787,4.2566,CD4/Tem
-5.1221,8.8287,Non-Plasmablasts
6.2283,7.3581,CD4/Tnaive/Tn
5.6783,5.4092,CD4/Tcm
3.7005,1.8578,CD4/Tem
4.7064,8.4443,CD4/Tnaive/Tn
6.4903,7.9973,CD4/Tnaive/Tn
4.2177,0.72925,Non-Plasmablasts
3.6968,-11.151,CD8/Tnaive/Tn-like
4.7448,2.1069,CD4/Tcm
9.3786,1.9949,CD4/Tcm
5.0927,-8.5457,CD8/Tem
-7.2898,6.2681,Non-Plasmablasts
-7.2298,7.4773,Non-Plasmablasts
5.8452,-8.1222,CD8/Tem
-4.2747,7.3939,Non-Plasmablasts
4.2077,-13.354,CD8/Tnaive/Tn
5.7607,-7.0799,CD8/Tcm
3.7581,-10.11,CD8/Tnaive/Tn
9.8698,2.8904,CD4/Tcm
-7.1291,6.5288,Non-Plasmablasts
4.8156,-10.167,CD8/Tcm
-6.7036,6.2271,Non-Plasmablasts
9.0498,1.5434,CD4/Tem
2.7302,-12.087,CD8/Tnaive/Tn
4.2359,-11.885,CD8/Tnaive/Tn
4.069,-12.959,CD8/Tnaive/Tn
9.1544,4.9984,CD4/Tem
5.8507,4.2532,CD4/Tcm
4.098,-11.478,CD8/Tnaive/Tn
5.8773,7.1163,CD4/Tnaive/Tn
5.8295,-9.4567,CD8/Tcm
5.8583,5.092,CD4/Tcm
10.068,3.576,CD4/Tcm
-8.1796,7.1706,Non-Plasmablasts
5.4567,-7.7859,CD8/Tem
-5.6713,8.7101,Non-Plasmablasts
8.8831,4.7905,CD4/Tem
-7.6324,6.2648,Non-Plasmablasts
-5.2454,6.5581,Non-Plasmablasts
6.5563,2.9339,CD4/Tcm
4.2509,-10.735,CD8/Tnaive/Tn
5.1183,-9.4616,CD8/Tem
-5.3492,8.3831,Non-Plasmablasts
3.7672,2.0586,CD4/Tcm
-8.8481,4.4002,Non-Plasmablasts
-7.4159,8.0579,Non-Plasmablasts
6.5393,1.0564,CD4/Tem
-5.7859,5.9311,Non-Plasmablasts
-4.951,8.7592,Non-Plasmablasts
9.156,5.1629,CD4/Tcm
6.2192,8.2708,CD4/Tnaive/Tn
6.3697,2.8187,CD4/Tcm
4.2569,0.47805,CD4/Tem
-6.9381,8.5255,Non-Plasmablasts
-4.9139,7.0412,Non-Plasmablasts
-6.2246,5.5087,Non-Plasmablasts
5.3487,-7.2908,CD8/Tcm
3.6135,1.7318,CD4/Tcm
5.3289,4.1431,CD4/Tcm
-5.2722,5.6861,Non-Plasmablasts
5.245,2.4947,CD4/Tcm
5.4942,1.5963,CD4/Tem
6.6421,7.3582,CD4/Tnaive/Tn-like
-6.6976,6.233,Non-Plasmablasts
5.5426,0.06258,CD4/Tem
-4.665,8.6043,Non-Plasmablasts
10.365,2.7274,CD4/Tcm
5.7741,-7.4466,CD8/Tem
5.6276,3.6693,CD4/Tcm
4.2229,-13.094,CD8/Tnaive/Tn
5.1468,4.1439,CD4/Tcm
7.8149,4.2828,CD4/Tem
5.7611,-7.6685,CD8/Tem
-7.9278,3.7904,Non-Plasmablasts
3.6056,-12.89,CD8/Tnaive/Tn
3.4653,-11.064,CD8/Tnaive/Tn
4.1466,2.1945,CD4/Tcm
3.6481,3.2564,CD4/Tcm
-7.1676,8.496,Non-Plasmablasts
7.7407,3.7812,CD4/Tcm
3.4021,2.4853,CD4/Tcm
4.2858,-9.1307,CD8/Tcm
3.5755,-12.057,CD8/Tnaive/Tn
3.2401,-12.41,CD8/Tnaive/Tn
10.343,2.7971,CD4/Tem
6.7847,2.4495,CD4/Tcm
6.6569,7.1157,CD4/Tnaive/Tn
5.2087,6.8411,CD4/Tnaive/Tn
4.7473,-11.672,CD8/Tcm
-6.0456,8.1644,Non-Plasmablasts
8.464,4.9348,CD4/Tcm
6.5763,7.1341,CD4/Tcm
-5.5873,8.9636,Non-Plasmablasts
-6.0851,8.4862,Non-Plasmablasts
-4.3017,6.9789,Non-Plasmablasts
4.4345,-11.35,CD8/Tnaive/Tn
4.4104,-10.278,CD8/Tcm
8.7724,2.7244,CD4/Tem
9.423,4.3298,CD4/Tcm
7.2924,0.80834,CD4/Tcm
4.4265,4.2969,CD4/Tcm
5.6715,7.601,CD4/Tnaive/Tn
4.3925,6.8507,CD4/Tcm
9.129,3.7065,CD4/Tem
8.3976,4.1019,CD4/Tem
9.4243,2.1447,CD4/Tcm
5.2949,-8.9998,CD8/Tcm
4.7671,4.3349,CD4/Tcm
4.6634,2.6538,CD4/Tcm
-5.3239,6.9858,Non-Plasmablasts
4.7689,8.3571,CD4/Tnaive/Tn
-5.1984,6.2503,Non-Plasmablasts
4.2028,-8.024,CD8/Tem
4.7989,-8.9081,CD8/Tcm
4.9262,5.0923,CD4/Tcm
4.8103,7.3262,CD4/Tnaive/Tn
3.674,-11.61,CD8/Tnaive/Tn
-6.3274,3.1712,Non-Plasmablasts
3.9467,-12.983,CD8/Tnaive/Tn
5.4782,4.6407,CD4/Tcm
5.0902,6.643,CD4/Tcm
4.9908,-9.6215,CD8/Tcm
6.8338,7.7586,CD4/Tnaive/Tn
4.5269,7.7373,CD4/Tnaive/Tn
2.8013,-12.467,CD8/Tnaive/Tn
4.0903,-8.7237,CD8/Tem
5.8206,3.9937,CD4/Tcm
4.7389,4.9968,CD4/Tcm
-7.3187,6.4058,Non-Plasmablasts
-4.9797,7.8124,Non-Plasmablasts
6.8264,6.7132,CD4/Tcm
3.1958,-12.883,CD8/Tnaive/Tn
9.0003,4.963,CD4/Tcm
-7.706,4.6285,Non-Plasmablasts
4.6199,6.7913,CD4/Tnaive/Tn
4.3242,-9.4623,CD8/Tcm
5.2696,7.9023,CD4/Tnaive/Tn
4.2206,2.8468,CD4/Tcm
4.4571,-9.8371,CD8/Tcm
-7.3779,8.2828,Non-Plasmablasts
-6.5557,7.8293,Non-Plasmablasts
-8.7592,5.724,Non-Plasmablasts
-8.2563,5.7692,Non-Plasmablasts
9.3427,4.2837,CD4/Tcm
-7.6691,3.7704,Non-Plasmablasts
5.204,6.7023,CD4/Tnaive/Tn
4.8451,4.5813,CD4/Tcm
5.5625,8.1125,CD4/Tnaive/Tn
-7.243,2.7609,Non-Plasmablasts
6.1581,-8.2908,CD8/Tcm
5.3046,3.212,CD4/Tcm
4.0477,2.7587,CD4/Tcm
6.0656,3.3022,CD4/Tcm
7.5049,3.7207,CD4/Tcm
9.2306,2.2373,CD4/Tcm
-6.0113,9.2437,Non-Plasmablasts
5.1941,7.9021,CD4/Tnaive/Tn
5.0237,7.1293,CD4/Tnaive/Tn
-8.414,4.0722,Non-Plasmablasts
-7.5982,4.5947,Non-Plasmablasts
-2.8658,-2.8885,DCs
8.639,3.8752,CD4/Tem
-7.4491,8.1796,Non-Plasmablasts
-6.7283,6.6124,Non-Plasmablasts
5.5096,6.5924,CD4/Tnaive/Tn
3.7096,-11.029,CD8/Tnaive/Tn
6.8155,1.8235,CD4/Tem
6.9621,3.3506,CD4/Tcm
4.2254,3.0247,CD4/Tcm
3.166,-11.524,CD8/Tnaive/Tn
7.115,5.2893,CD4/Tcm
-8.1875,6.9984,Non-Plasmablasts
5.4042,5.2883,CD4/Tcm
-4.8741,7.0971,Non-Plasmablasts
5.0317,1.7336,CD4/Tcm
4.1031,2.857,CD4/Tcm
5.5888,7.2712,CD4/Tnaive/Tn
5.4632,8.0071,CD4/Tnaive/Tn
9.9527,2.6313,CD4/Tcm
2.8699,-12.025,CD8/Tnaive/Tn
4.9774,8.088,CD4/Tnaive/Tn
5.422,5.3644,CD4/Tcm
-5.1845,8.0864,Non-Plasmablasts
8.3436,3.0131,CD4/Tcm
8.6166,4.2881,CD4/Tnaive/Tn-like
-5.8893,8.5593,Non-Plasmablasts
3.5348,-10.707,CD8/Tnaive/Tn
5.0704,8.2544,CD4/Tnaive/Tn
4.1345,-11.895,CD8/Tnaive/Tn
4.8994,-11.25,CD8/Tnaive/Tn
-5.9354,4.7377,Non-Plasmablasts
-4.23,5.9895,Non-Plasmablasts
-6.1742,9.6643,Non-Plasmablasts
5.6585,7.7636,CD4/Tnaive/Tn
-6.4324,8.4828,Non-Plasmablasts
-8.1545,7.6809,Non-Plasmablasts
-5.7962,7.807,Non-Plasmablasts
4.7333,8.0209,CD4/Tnaive/Tn
9.1173,0.77505,CD4/Tem
10.244,2.444,CD4/Tcm
7.5935,4.1218,CD4/Tcm
5.6905,7.5412,CD4/Tnaive/Tn
3.9006,1.8037,CD4/Tem
6.877,1.3432,CD4/Tcm
4.7005,3.4657,CD4/Tcm
-5.1432,7.7013,Non-Plasmablasts
4.3454,-12.482,CD8/Tnaive/Tn
8.3897,3.3464,CD4/Tem
3.1616,-11.867,CD8/Tnaive/Tn
6.9493,3.779,CD4/Tcm
6.8867,5.3245,CD4/Tcm
4.7018,-8.5256,CD8/Tcm
4.7102,6.0661,CD4/Tcm
8.3509,5.548,CD4/Tcm
4.4141,4.3773,Non-Plasmablasts
-7.7562,6.8199,Non-Plasmablasts
8.3913,6.2885,CD4/Tcm
9.123,5.1315,CD4/Tcm
5.8152,-8.8501,CD8/Tcm
9.8137,4.5428,CD4/Tem
-6.3669,8.2315,Immature granulocytes
7.6487,2.7304,CD4/Tcm
-7.1175,8.6533,Non-Plasmablasts
5.4795,7.5739,CD4/Tnaive/Tn
-6.9339,6.9333,Non-Plasmablasts
6.2684,-7.6766,CD8/Tem
-5.1678,6.0618,Non-Plasmablasts
5.8629,7.9794,CD4/Tnaive/Tn
4.152,-9.1655,CD8/Tem
4.385,-7.6331,CD8/Tem
4.154,-12.248,CD8/Tnaive/Tn
-8.1203,6.5614,Non-Plasmablasts
-8.2486,6.0874,Non-Plasmablasts
-6.713,7.7477,Non-Plasmablasts
4.7039,7.6446,CD4/Tnaive/Tn
-7.1814,3.4144,Non-Plasmablasts
5.1917,5.7439,CD4/Tcm
5.0528,1.2838,CD4/Tem
10.076,3.0739,CD4/Tcm
10.478,4.1398,CD4/Tem
8.1061,3.8509,CD4/Tcm
5.5534,-9.4476,CD8/Tcm
10.397,2.2223,CD4/Tcm
8.9966,2.516,CD4/Tcm
7.6779,3.6673,CD4/Tem
-8.3542,6.4429,Non-Plasmablasts
-7.4062,6.4874,Non-Plasmablasts
-1.6033,-4.9145,NK cells
6.6452,6.9027,CD4/Tnaive/Tn
-6.6762,6.5696,Non-Plasmablasts
3.6946,0.74866,CD4/Tem
4.6193,1.6244,CD4/Tem
5.0015,7.9172,CD4/Tcm
5.2699,1.8917,CD4/Tcm
8.1886,0.92687,CD4/Tem
4.9997,7.9386,CD4/Tnaive/Tn
7.1686,4.8692,CD4/Tcm
4.2851,-10.936,CD8/Tcm
5.6216,7.3037,CD4/Tnaive/Tn
5.4691,6.0924,CD4/Tcm
5.7851,-6.8488,CD8/Tem
8.9272,4.8161,CD4/Tem
5.1934,6.4562,CD4/Tnaive/Tn
4.5656,-11.732,CD8/Tnaive/Tn
-6.5911,7.4039,Non-Plasmablasts
-6.7027,5.3349,Non-Plasmablasts
4.9939,2.526,CD4/Tcm
5.3898,-8.3579,CD8/Tem
-8.37,5.7728,Non-Plasmablasts
5.4978,-9.5257,CD8/Tcm
4.452,3.0758,CD4/Tcm
3.9582,-11.98,CD8/Tnaive/Tn
4.6425,-8.9333,CD8/Tem
-7.6648,5.4701,Eosinophils
3.9024,1.1204,CD4/Tcm
4.8102,8.3708,CD4/Tnaive/Tn
8.2283,5.9318,CD4/Tcm
-7.5452,3.3392,Non-Plasmablasts
-8.2003,3.7176,Non-Plasmablasts
-5.3863,7.3825,Non-Plasmablasts
4.7938,1.2127,CD4/Tem
-4.5533,7.6426,Non-Plasmablasts
4.9994,8.0007,CD4/Tnaive/Tn
10.128,4.3501,CD4/Tem
4.6361,6.9041,CD4/Tcm
4.9603,-7.387,CD8/Tem
-6.5617,6.797,Non-Plasmablasts
5.1077,-9.7721,CD8/Tcm
5.3248,3.678,CD4/Tcm
7.6654,0.43011,CD4/Tcm
6.996,6.7901,CD4/Tnaive/Tn
5.3639,3.7937,CD4/Tcm
4.9927,-12.378,CD8/Tcm
5.2859,5.7055,CD4/Tcm
8.3303,4.6986,CD4/Tcm
6.2189,6.2975,CD4/Tnaive/Tn-like
-6.7976,6.3743,Non-Plasmablasts
3.8825,-11.654,CD8/Tnaive/Tn
-4.9792,6.3495,Non-Plasmablasts
-7.2747,6.2122,Non-Plasmablasts
9.8826,2.9651,CD4/Tem
-6.3501,8.1779,Non-Plasmablasts
2.4564,-4.2521,ILCs
-7.0608,8.2373,Non-Plasmablasts
5.2455,1.6445,CD4/Tem
5.0768,7.5844,CD4/Tnaive/Tn
8.4367,3.567,CD4/Tem
-6.7163,8.6872,Non-Plasmablasts
8.7504,4.2272,CD4/Tcm
5.4147,8.3353,CD4/Tnaive/Tn
5.0556,-11.925,CD8/Tnaive/Tn
4.6686,7.0713,CD4/Tnaive/Tn
-6.9261,5.3467,Non-Plasmablasts
5.586,0.65382,CD4/Tem
9.4815,2.4496,CD4/Tem
4.7611,-12.416,CD8/Tnaive/Tn
-6.2949,7.9422,Non-Plasmablasts
4.1333,-13.101,CD8/Tnaive/Tn
-4.8558,6.1576,Non-Plasmablasts
4.6922,-10.164,CD8/Tcm
8.1397,3.7963,CD4/Tcm
5.2957,4.4579,CD4/Tcm
-8.0251,6.938,Non-Plasmablasts
7.1972,6.2317,CD4/Tcm
-4.4688,7.3082,Non-Plasmablasts
5.4509,8.2442,CD4/Tcm
4.8721,-10.616,CD8/Tcm
5.4647,5.7629,CD4/Tcm
-5.5017,6.8977,Non-Plasmablasts
5.1036,-11.797,CD8/Tnaive/Tn
-7.903,6.084,Non-Plasmablasts
9.6695,2.7782,CD4/Tem
-7.1024,6.6176,Non-Plasmablasts
6.2957,3.1028,CD4/Tcm
10.162,2.7315,CD4/Tcm
6.0956,4.2867,CD4/Tcm
10.39,3.0761,CD4/Tcm
9.9065,3.4215,CD4/Tcm
5.0392,3.7703,CD4/Tcm
-6.6999,4.2254,Non-Plasmablasts
6.9134,2.2484,CD4/Tcm
9.1493,1.6079,CD4/Tem
4.1269,-11.522,CD8/Tnaive/Tn
-8.2293,7.0704,Non-Plasmablasts
9.3469,2.8275,CD4/Tcm
-6.0924,6.954,Non-Plasmablasts
3.5913,-11.247,CD8/Tnaive/Tn
8.9607,2.3243,CD4/Tcm
7.2845,2.9803,CD4/Tcm
5.0848,8.6506,CD4/Tcm
-6.7561,5.8917,Non-Plasmablasts
6.3858,3.278,CD4/Tcm
4.623,7.2999,CD4/Tnaive/Tn
-8.1248,5.9442,Non-Plasmablasts
7.4408,3.5603,CD4/Tcm
5.8181,0.8338,CD4/Tem
5.269,7.0988,CD4/Tcm
9.8228,3.0477,CD4/Tcm
4.9163,2.6433,Neutrophils
-5.2244,5.4383,Non-Plasmablasts
-4.8783,6.4029,Non-Plasmablasts
-7.4183,4.164,Non-Plasmablasts
4.6223,7.0283,CD4/Tcm
3.8197,-11.832,CD8/Tnaive/Tn
6.3096,7.2906,CD4/Tcm
-8.7036,6.483,Non-Plasmablasts
5.7118,7.8887,CD4/Tnaive/Tn
-1.5794,-5.0092,NK cells
7.3767,2.2209,CD4/Tem
-6.9356,6.1682,Non-Plasmablasts
4.8183,9.04,CD4/Tnaive/Tn
8.1671,2.4892,CD4/Tem
3.9482,-13.297,CD8/Tnaive/Tn
3.1732,-12.885,CD8/Tnaive/Tn
8.2523,0.88494,CD4/Tem
-5.0963,8.4194,Non-Plasmablasts
5.2823,-9.8243,CD8/Tcm
5.5202,6.5462,CD4/Tnaive/Tn
-7.0264,8.3869,Non-Plasmablasts
9.5384,3.1005,CD4/Tem
10.469,2.459,CD4/Tcm
4.563,-11.872,CD8/Tnaive/Tn
4.5968,1.1933,CD4/Tem
7.5485,3.2201,CD4/Tcm
-4.2521,5.4602,Non-Plasmablasts
8.1238,5.4209,CD4/Tcm
5.6763,3.5705,CD4/Tcm
7.2692,4.6166,CD4/Tcm
6.3929,7.4177,CD4/Tcm
4.5815,-10.65,CD8/Tcm
4.9977,8.3052,CD4/Tnaive/Tn
4.7698,8.4671,CD4/Tcm
5.4639,4.7149,CD4/Tcm
7.4739,2.3435,CD4/Tcm
5.5862,3.5634,CD4/Tcm
-5.1648,8.7595,Non-Plasmablasts
5.0499,8.8749,CD4/Tnaive/Tn
3.754,2.5878,CD4/Tcm
8.3706,1.0798,CD4/Tem
6.1116,-7.7764,CD8/Tem
8.6661,3.9595,CD4/Tcm
-6.8551,6.5267,DCs
-6.5576,8.1938,Non-Plasmablasts
6.6513,4.6192,CD4/Tcm
3.8243,-9.6238,CD8/Temra
-6.4488,6.7481,Non-Plasmablasts
-1.6085,-4.6734,ILCs
9.3449,3.4228,CD4/Tcm
5.7987,6.9145,CD4/Tnaive/Tn
-4.8738,7.924,Non-Plasmablasts
5.6889,-6.9363,CD8/Tem
-5.8915,4.54,Non-Plasmablasts
-5.3087,6.9617,Non-Plasmablasts
-5.2716,6.584,Non-Plasmablasts
3.928,2.1645,CD4/Tcm
-7.2215,6.5056,Non-Plasmablasts
-5.9839,8.5741,Non-Plasmablasts
5.5943,-8.5253,CD8/Tcm
-5.9475,6.7241,Non-Plasmablasts
4.3492,0.77983,CD4/Tem
8.259,1.2773,CD4/Tem
4.6842,8.6231,CD4/Tnaive/Tn
8.7068,1.1616,CD4/Tcm
-3.8891,5.7371,Non-Plasmablasts
4.6757,7.1808,CD4/Tcm
4.7615,4.8112,Non-Plasmablasts
-8.5535,6.3227,Non-Plasmablasts
5.4514,-8.5762,CD8/Tem
8.042,3.8802,CD4/Tcm
9.615,2.9933,CD4/Tem
4.1744,2.743,CD4/Tcm
8.307,1.8309,CD4/Tcm
4.311,-13.279,CD8/Tnaive/Tn
3.6172,2.0569,CD4/Tcm
-4.0686,6.391,Non-Plasmablasts
5.5219,-7.1715,CD8/Tem
-6.7828,7.0429,Non-Plasmablasts
4.1011,2.6085,CD4/Tcm
2.879,-12.497,CD8/Tnaive/Tn
4.5115,-11.089,CD8/Tnaive/Tn-like
-6.6508,8.6228,Non-Plasmablasts
6.7803,6.7193,CD4/Tcm
5.0109,4.3131,CD4/Tcm
-6.4036,6.2683,Non-Plasmablasts
3.1491,-12.386,CD8/Tnaive/Tn
-6.2507,6.4744,Non-Plasmablasts
-6.405,8.6782,Non-Plasmablasts
8.466,1.3993,CD4/Tem
5.0303,7.6183,CD4/Tnaive/Tn
4.093,1.2808,CD4/Tcm
6.8779,0.96843,CD4/Tcm
-7.5717,5.124,Non-Plasmablasts
4.2293,-10.428,CD8/Tnaive/Tn-like
8.5302,2.2646,CD4/Tcm
5.6151,5.4672,CD4/Tcm
5.1305,1.5509,CD4/Tcm
-4.9231,7.7589,Non-Plasmablasts
6.6775,1.2165,CD4/Tem
-5.171,7.5525,Non-Plasmablasts
6.2612,7.2513,CD4/Tnaive/Tn
5.5251,0.33131,CD4/Tem
8.4705,2.1885,CD4/Tcm
6.6065,3.7525,CD4/Tcm
8.2904,6.5586,CD4/Tnaive/Tn-like
5.1127,9.0194,CD4/Tnaive/Tn
5.9185,7.7759,CD4/Tnaive/Tn
-8.1672,2.8039,Non-Plasmablasts
4.6218,7.0508,CD4/Tnaive/Tn
-6.8248,7.8205,Non-Plasmablasts
-3.8148,5.7237,Non-Plasmablasts
-7.638,4.3759,Non-Plasmablasts
4.8394,7.5609,CD4/Tnaive/Tn
-6.6809,7.4187,Non-Plasmablasts
3.5703,-12.614,CD8/Tnaive/Tn
4.9084,-12.118,CD8/Tnaive/Tn
-6.896,7.2946,Non-Plasmablasts
-8.7607,5.7067,Non-Plasmablasts
4.7729,3.2802,CD4/Tcm
6.045,6.7923,CD4/Tnaive/Tn
4.4864,8.1026,CD4/Tnaive/Tn
-7.2526,7.3955,Non-Plasmablasts
7.3781,0.76953,CD4/Tcm
-3.5644,6.4298,Non-Plasmablasts
3.4239,-12.585,ILCs
-5.248,8.9735,Non-Plasmablasts
8.7314,3.9247,CD4/Tem
-7.7914,7.7723,Non-Plasmablasts
5.1645,-11.671,CD8/Tnaive/Tn
9.1524,2.0289,CD4/Tem
9.8805,2.3924,CD4/Tem
5.7139,3.6149,CD4/Tcm
5.1127,7.7446,CD4/Tnaive/Tn
6.7692,7.4214,CD4/Tcm
8.8953,2.1953,CD4/Tcm
5.6412,8.0236,CD4/Tnaive/Tn
5.3718,-8.7991,CD8/Tem
-7.4364,7.227,Non-Plasmablasts
5.1503,8.2292,CD4/Tnaive/Tn
-8.5138,2.9202,Non-Plasmablasts
3.27,1.588,CD4/Tem
8.8493,4.6113,Immature granulocytes
-6.9766,8.1249,Non-Plasmablasts
